verts, -1.5707104, -1.4999999, -1.0707109, 0.43428516, 0.8594624, -0.9999317, 0.008261634, -0.008261779, 0.008261362, 0.9999659, 6.7222856E-05, 0.008262025, -4.487911E-06, -0.9999659, 
verts, -1.6000003, -1.4999999, 1.4999998, 0.28927827, 0.8594624, -0.9999317, 0.008261634, -0.008261779, 0.008261744, 0.9999659, 2.0980904E-05, 0.008262277, 2.58666E-05, -0.9999659, 
verts, -1.5707108, 1.0707108, 1.4999998, 0.28928506, 0.71445215, -0.9999317, 0.008261634, -0.008261779, 0.008261362, 0.9999659, 6.7222856E-05, 0.008262025, -4.487911E-06, -0.9999659, 
verts, -1.5577348, 1.0577352, -1.0577353, 0.43355918, 0.7151872, -0.9999317, 0.008261634, -0.008261779, 0.008261362, 0.9999659, 6.7222856E-05, 0.008262025, -4.487911E-06, -0.9999659, 
verts, -1.5577348, 1.0577352, -1.0577353, 0.14500535, 0.36173654, 7.699105E-08, 0.9999871, -0.005073006, -1, 7.621559E-08, -1.5305307E-07, 9.415069E-06, 0.0050730063, 0.9999871, 
verts, -1.5707108, 1.0707108, 1.4999998, 0.28927827, 0.36100316, 7.699105E-08, 0.9999871, -0.005073006, -1, 7.506966E-08, -3.5746305E-07, 6.953239E-06, 0.0033820092, 0.9999943, 
verts, 1.5707103, 1.0707105, 1.5000002, 0.2892782, 0.53820026, 7.699105E-08, 0.9999871, -0.005073006, -1, 7.610877E-08, -1.5263214E-07, 6.5458316E-06, 0.00338201, 0.9999943, 
verts, 1.5577353, 1.057735, -1.0577348, 0.14500535, 0.53746974, 7.699105E-08, 0.9999871, -0.005073006, -1, 7.621559E-08, -1.5305307E-07, 9.415069E-06, 0.0050730063, 0.9999871, 
verts, 1.5577353, 1.057735, -1.0577348, 0.00073194504, 0.7081486, 0.9999317, 0.008261561, -0.008261407, -0.008261632, 0.9999659, 2.5623154E-05, 0.008261378, 3.784844E-05, 0.9999659, 
verts, 1.5707103, 1.0707105, 1.5000002, 0.1450054, 0.7074208, 0.9999317, 0.008261561, -0.008261407, -0.009305616, 0.99995667, -1.7243867E-05, 0.0055074845, 3.6524478E-05, 0.9999848, 
verts, 1.5999995, -1.5000001, 1.5000002, 0.1450054, 0.8524332, 0.9999317, 0.008261561, -0.008261407, -0.009305332, 0.99995667, 1.7082119E-05, 0.0055075786, 2.5232479E-05, 0.9999848, 
verts, 1.5707107, -1.5000001, -1.0707104, 0, 0.85242397, 0.9999317, 0.008261561, -0.008261407, -0.008261632, 0.9999659, 2.5623154E-05, 0.008261378, 3.784844E-05, 0.9999659, 
verts, -1.6000003, -1.4999999, 1.4999998, 0.72036886, 0.36100423, -0.99993503, 0.011392778, -1.4304187E-07, -0.011392779, -0.99993515, 2.5722254E-15, -5.6880914E-08, 7.5630946E-06, 1, 
verts, -1.6000006, -1.4999999, 3.9999998, 0.8613857, 0.36100316, -0.99993503, 0.011392778, -1.4304187E-07, -0.011392791, -0.9999351, 7.3492237E-16, -5.6540177E-08, 7.592993E-06, 1, 
